index,timestamp,en_text,zh_opus,zh_translated
1052,"01:11:50,920 --> 01:11:53,027",I could get fired for even talking to you!,这就是为什么我需要你登录保罗的电脑 追踪猪贝贝,我甚至会因为跟你说话而被解雇!
1053,"01:11:53,052 --> 01:11:55,686",They're gonna put her to sleep! Do it!,我甚至跟你说话  都可能被开除,他们会让她睡觉! 做吧!
1054,"01:11:55,731 --> 01:11:56,280",Okay!,我甚至跟你说话  都可能被开除,接下来我们来吧!
1055,"01:11:58,934 --> 01:12:01,155",Did you try restarting it? Mm-hmm.,好的,"你试图重新启动吗? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1056,"01:12:01,311 --> 01:12:03,710","- Have you tried not being an idiot? - Hey, Paul.",你试过重启吗？,"- 你试图不要做个瓜吗? - ,保罗."
1057,"01:12:03,744 --> 01:12:05,360",I got you some donuts-,嗯,我给你买了一些小甜圈.
1058,"01:12:06,600 --> 01:12:08,406","- Oh, no. - Thanks, Clawhauser.",嘿保罗 我给你带了些甜甜圈,"- 没有. - 谢谢你,子."
1059,"01:12:08,431 --> 01:12:10,552",Clawhauser! Location.,啊 哦,抓住子! 位置.
1060,"01:12:13,987 --> 01:12:15,262","Oh, no.",克劳·霍瑟 给我位置,没有.
1061,"01:12:15,463 --> 01:12:17,639",I think we're gonna have to go through the festival.,啊 密码？哟,我认为我们会 通过节日.
1062,"01:12:17,681 --> 01:12:18,756",Festival?,哦 不,节日?
1063,"01:12:24,366 --> 01:12:25,913",The phone's the first thing they track!,他们首先追踪的是手机,他们追踪的第一件事是电话!
1064,"01:12:26,520 --> 01:12:27,739","Go, go!",他们首先追踪的是手机,"走吧,走吧!"
1065,"01:12:31,208 --> 01:12:33,292",- Clawhauser! - I am working on it!,走  走,- 子子! - 我正在努力!
1066,"01:12:34,292 --> 01:12:35,706","- Got it! - Great! Great, great.",哇 霍瑟 我正在努力,"- 得到了! - 很棒,很棒."
1067,"01:12:35,731 --> 01:12:36,708",- Now... - No!,哇 霍瑟 我正在努力,- 现在... - 没有!
1068,"01:12:47,527 --> 01:12:49,125",What festival is this?,哦哦！这是什么节日？,这是什么节日?
1069,"01:13:02,417 --> 01:13:04,391","- Come on! - Go, go, go!",快走 快走 快走！,"- 走吧! - 走吧! - 走,走,走!"
1070,"01:13:05,184 --> 01:13:07,363","We are with you, Judy Hopps.",加油！ 快点 快点,"我们支持你,朱迪霍普斯."
1071,"01:13:09,741 --> 01:13:11,791","We meet again, zebra.",我们支持你 朱迪·霍普斯,"我们再次见面,斑马."
1072,"01:13:14,380 --> 01:13:15,597",Here come the horns!,啊 我们又见面了 斑马,喇来了!
1073,"01:13:18,677 --> 01:13:19,815",She's going for the door.,这是哪儿？哦 你不能.......！,她正在走向门口.
1074,"01:13:19,849 --> 01:13:21,456",She's going for the door!,号角来了！ 哎哟！,她正在走向门!
1075,"01:13:21,833 --> 01:13:23,956","Clawhauser, we're out of time!",号角来了！ 哎哟！,"子,我们没有时间!"
1076,"01:13:24,559 --> 01:13:25,417",I got it!,她正冲向门口！她正朝门口走去！,我得到了!
1077,"01:13:26,144 --> 01:13:27,792","Desert-Tundratown weather wall, access door.",她正冲向门口！她正朝门口走去！,"沙漠镇天气墙, 接入门."
1078,"01:13:27,840 --> 01:13:30,474","Desert-Tundratown weather wall access door, hurry!",克劳豪瑟 我们时间不多了,"沙漠镇天气墙 进入门,赶紧!"
1079,"01:13:30,625 --> 01:13:32,815",What is in that wall?,沙漠苔原镇防风墙 入口门,墙上有什么东西?
1080,"01:13:32,840 --> 01:13:33,855",A power control room.,沙漠苔原镇防风墙 入口门,一个电源控制室.
1081,"01:13:33,880 --> 01:13:36,802",But for... like some old part of Tundratown.,沙漠苔原镇 气侯墙入口门 快,"但对于一些人来说, 这是一个古老的图德拉图镇."
1082,"01:13:37,271 --> 01:13:38,889",I know what they're doing.,那堵墙里有什么？,我知道他们在做什么.
1083,"01:13:38,967 --> 01:13:40,181",They'll ruin us!,一个辅助控制室,他们会毁了我们!
1084,"01:13:43,419 --> 01:13:44,972",No more tranquilizers!,我知道他们在做什么 他们会毁了我们,没有更多的镇静剂!
1085,"01:13:45,059 --> 01:13:46,745",- Put them down. - Sir?,我知道他们在做什么 他们会毁了我们,- 放下它们. - 什么意思?
1086,"01:13:46,824 --> 01:13:49,168",Put them down now!,别再用麻醉剂了,立即放下它们!
1087,"01:13:52,381 --> 01:13:53,781",Take the shot.,现在就把它们放倒 立刻,射击吧.
1088,"01:13:54,325 --> 01:13:55,805",Take the shot!,现在就把它们放倒 立刻,射击吧!
1089,"01:13:55,881 --> 01:13:57,014",Do it!,开枪！开枪！,做吧!
1090,"01:14:24,676 --> 01:14:25,306",Judy!,朱迪,朱迪!
1091,"01:14:31,968 --> 01:14:32,968",Power control room?,朱迪,电源控制室?
1092,"01:14:33,012 --> 01:14:35,541","Uh, five flights up. Come on, hurry!",朱迪,"五层以上. 快吧,快吧!"
1093,"01:14:36,033 --> 01:14:38,755",There is a lot of stairs.,电力控制室？ 呃 还有五层楼呢  快点儿！,有很多楼梯.
1094,"01:14:39,458 --> 01:14:42,292","Way to hustle, bud, I love you, I owe you!",电力控制室？ 呃 还有五层楼呢  快点儿！,"这很好,朋友. 我爱你,我欠你!"
1095,"01:14:44,648 --> 01:14:46,769",It's turning on. It's turning on!,哥们 你真拼 我爱你 我欠你一个人情！,它正在启动. 它正在启动!
1096,"01:14:49,903 --> 01:14:50,486",Nibbles?,哇 哇 哇它启动了它启动了！,尼布尔斯?
1097,"01:14:55,507 --> 01:14:56,199",Nibbles!,哦 狸宝！,尼布尔斯!
1098,"01:14:58,323 --> 01:14:59,239",Snake!,哦 狸宝！,蛇!
1099,"01:15:00,792 --> 01:15:01,667",Cold!,狸宝,寒冷!
1100,"01:15:03,600 --> 01:15:05,780",- It's jammed. - Don't worry about me.,蛇,- 它堵塞了. - 别担心我.
1101,"01:15:05,884 --> 01:15:07,164",Find the switch.,蛇,找个开关.
1102,"01:15:08,222 --> 01:15:09,514","No, no, no, no, not these.",好冷,"没有,没有,没有,没有,这些."
1103,"01:15:09,584 --> 01:15:11,167",It would be...,它.....卡住了！ 别担心我  我会找到开关,这将是...
1104,"01:15:11,550 --> 01:15:12,300",Older.,它.....卡住了！ 别担心我  我会找到开关,年长.
1105,"01:15:29,086 --> 01:15:30,086",Can you see it?,你看见了吗？,你能看到吗?
1106,"01:15:31,043 --> 01:15:32,728",Did we turn on the clock tower?,你看见了吗？,我们开了钟表塔吗?
1107,"01:15:36,348 --> 01:15:37,056",There.,我们打开钟楼了吗？,这里.
1108,"01:15:39,101 --> 01:15:40,167",It's there.,开心,这是那里.
1109,"01:15:44,125 --> 01:15:45,167",We did it.,就在那里,我们成功了.
1110,"01:15:45,888 --> 01:15:47,638",We can find the original patent.,就在那里,我们可以找到原始专利.
1111,"01:15:49,592 --> 01:15:50,259",Nick?,我们成功了,尼克?
1112,"01:15:51,664 --> 01:15:52,289",The door.,我们可以找到原始专利,这门.
1113,"01:15:52,611 --> 01:15:53,611",It's locked. Wait...,我们可以找到原始专利,它锁定了.
1114,"01:15:53,993 --> 01:15:54,993",How did it lock?,尼克？,它如何锁定?
1115,"01:15:55,103 --> 01:15:56,103",Nibbles?,尼克？,尼布尔斯?
1116,"01:15:58,850 --> 01:15:59,850",Nibbles!,门  它锁上了  等等……它是怎么锁上的？,尼布尔斯!
1117,"01:16:02,131 --> 01:16:03,621",Dang door stuck on me.,打开,门住了我.
1118,"01:16:04,966 --> 01:16:05,675",Sorry.,狸宝,我很抱歉.
1119,"01:16:06,319 --> 01:16:08,903",Last case there was kind of a twist.,该死的门 卡住了,"在上一次案例中,发生了一种扭曲."
1120,"01:16:09,698 --> 01:16:10,373",I know.,对不起,我知道.
1121,"01:16:14,564 --> 01:16:16,356","Oh my gosh, I really...",我知道,"我的上帝,我真的..."
1122,"01:16:16,389 --> 01:16:17,750","Oh, my heart is pounding.",我知道,我的心正在跳动.
1123,"01:16:17,855 --> 01:16:19,882","Oh, I thought you knew.",哦 我的天哪 我真的.....,我以为你知道.
1124,"01:16:20,025 --> 01:16:21,234",I thought you knew.,哦 我的天哪 我真的.....,我以为你知道.
1125,"01:16:22,658 --> 01:16:23,908","Sorry, partner.",哦 我还以为你知道呢？,"我很抱歉,伴侣."
1126,"01:16:25,667 --> 01:16:27,542",Hate to leave you out in the cold.,哦 抱歉 伙伴,我讨厌让你在寒冷中.
1127,"01:16:27,875 --> 01:16:29,875","But, I'm gonna...",哦 抱歉 伙伴,"但是,我会..."
1128,"01:16:31,767 --> 01:16:33,532",Please don't be mad at me.,我打算……..,请不要对我生气.
1129,"01:16:34,048 --> 01:16:36,568","But, I mean, you get it.",请不要生我的气,"但,我的意思是,你明白了."
1130,"01:16:37,218 --> 01:16:39,313",We've always been on the same page.,但我的意思是 你明白我的意思,我们一直在同一个路上.
1131,"01:16:39,631 --> 01:16:40,798",Me and you.,但我的意思是 你明白我的意思,我和你.
1132,"01:16:40,845 --> 01:16:42,728","Underdogs, right?",我们一直意见一致,"狗,不是吗?"
1133,"01:16:43,162 --> 01:16:46,039",You gotta prove you're as good as everyone else.,你我  永远是那群被低估的家伙  对吗？,你必须证明你是 像其他人一样.
1134,"01:16:46,122 --> 01:16:47,455",That you belong.,你我  永远是那群被低估的家伙  对吗？,你属于自己的地方.
1135,"01:16:48,964 --> 01:16:51,006",I know it's messed up.,你得证明你和其他人一样优秀,我知道这是一个混乱.
1136,"01:16:51,240 --> 01:16:53,588","But, this is my chance.",我知道这很糟糕,但这是我的机会.
1137,"01:16:54,017 --> 01:16:55,308",I have to take it.,我知道这很糟糕,我必须接受.
1138,"01:16:56,019 --> 01:16:58,443",Cause when I get to his great-grandma's home,但这是我的机会,因为当我到达他的 在祖母的家
1139,"01:16:58,598 --> 01:17:01,515","and I burn the original patent,",因为当我到达他曾祖母家时,"我烧掉了原有的专利,"
1140,"01:17:02,167 --> 01:17:04,500",I'll finally be something in my family.,然后我把原始专利烧掉,我终于会成为我的家人.
1141,"01:17:05,539 --> 01:17:07,940","And I'll finally belong, too.",我终于要在家族里占有一席之地了,我终于也会属于自己.
1142,"01:17:08,115 --> 01:17:08,755",Judy!,我终于要在家族里占有一席之地了,朱迪!
1143,"01:17:12,662 --> 01:17:13,688",Carrots?,朱迪！,胡卜?
1144,"01:17:18,244 --> 01:17:19,452",No loose ends.,小不点？,没有松散的结局.
1145,"01:17:22,316 --> 01:17:23,149","Bye, partner.",没有留下任何悬念,"见面,伴侣."
1146,"01:17:27,005 --> 01:17:28,005","Bye, Judy Hopps.",再见 伙计,"别见,朱迪霍普斯."
1147,"01:17:31,925 --> 01:17:34,280",Pawbert. Please.,再见 朱迪·霍普斯,"伯特,请."
1148,"01:17:35,129 --> 01:17:38,379",You can be different than your family.,宝伯特 拜托了,你可能与你的家人不同.
1149,"01:17:40,301 --> 01:17:41,676",I don't want to be different.,你可以和你的家人不一样,我不想变得不同.
1150,"01:17:46,203 --> 01:17:46,953",Nick.,我不想与众不同,尼克.
1151,"01:17:49,711 --> 01:17:50,419",Judy?,尼克,朱迪?
1152,"01:17:58,939 --> 01:17:59,689",Judy?,朱迪...狸宝...... 你看见她了吗？不 还没有,朱迪?
1153,"01:18:00,778 --> 01:18:02,319","Nibbles, do you see her?",朱迪...狸宝...... 你看见她了吗？不 还没有,"尼布尔斯,你看到她吗?"
1154,"01:18:02,358 --> 01:18:04,191","No, nothing yet.",朱迪...狸宝...... 你看见她了吗？不 还没有,"没有,还没有."
1155,"01:18:05,786 --> 01:18:06,411",Judy!,朱迪...狸宝...... 你看见她了吗？不 还没有,朱迪!
1156,"01:18:06,703 --> 01:18:07,578",Ni...,朱迪...狸宝...... 你看见她了吗？不 还没有,没有...
1157,"01:18:09,225 --> 01:18:10,100",Ni...,尼,没有...
1158,"01:18:14,194 --> 01:18:18,194","We shall... succeed, Judy Hopps.",我们会成功的 朱迪·霍普斯,"我们会成功,朱迪霍普斯."
1159,"01:18:24,127 --> 01:18:24,994",It's okay.,没事 没事,没有问题.
1160,"01:18:25,283 --> 01:18:26,283",Judy sent me.,没事 没事,朱迪派我去.
1161,"01:18:26,375 --> 01:18:28,554",She needs to find Nick.,朱迪派我来的,她需要找到尼克.
1162,"01:18:30,250 --> 01:18:32,875",Yep. Should have seen that coming.,她需要找到尼克,"是的,我应该预料到."
1163,"01:18:36,958 --> 01:18:37,833",Judy?,没错 早该料到会这样,朱迪?
1164,"01:18:40,775 --> 01:18:41,567",Nick...,尼克,尼克...
1165,"01:18:42,772 --> 01:18:43,397",We...,尼克,我们...
1166,"01:18:45,078 --> 01:18:45,995",shall...,我们,我们必须...
1167,"01:18:47,071 --> 01:18:48,398",succeed.,会,取得成功.
1168,"01:18:51,423 --> 01:18:52,131",Judy.,成功的,朱迪.
1169,"01:18:53,958 --> 01:18:57,208",I can't... move.,嗯  朱迪,我不能移动.
1170,"01:18:58,458 --> 01:19:03,542",And you're too cold... to... help.,我动不了 动不了,"你太冷了,不能帮助."
1171,"01:19:04,042 --> 01:19:05,042",And he's gonna...,帮不上忙,他会...
1172,"01:19:06,739 --> 01:19:08,431",Nick's gonna...,他会....,尼克会...
1173,"01:19:08,556 --> 01:19:09,348",Judy.,他会....,朱迪.
1174,"01:19:10,250 --> 01:19:11,250",The world...,尼克会........,这个世界...
1175,"01:19:11,625 --> 01:19:12,750",was never...,朱迪,我从来没有...
1176,"01:19:12,917 --> 01:19:13,917",meant...,朱迪,我的意思是...
1177,"01:19:14,117 --> 01:19:14,917",to be...,这个世界......从来.......就不是为了由一只动物...来扛在肩上,成为一个...
1178,"01:19:15,000 --> 01:19:18,083",on one animal's... shoulders...,这个世界......从来.......就不是为了由一只动物...来扛在肩上,在一个动物的肩膀上.
1179,"01:19:21,222 --> 01:19:24,583",That's why my great-grandma...,这个世界......从来.......就不是为了由一只动物...来扛在肩上,这就是为什么我的祖母...
1180,"01:19:24,917 --> 01:19:27,167",wanted... Zootopia...,这就是为什么我的曾祖母   希望....疯狂动物城能属于所有人,想要的...动物园...
1181,"01:19:27,617 --> 01:19:29,375",to be... for...,这就是为什么我的曾祖母   希望....疯狂动物城能属于所有人,为了...
1182,"01:19:29,525 --> 01:19:30,575",everyone.,这就是为什么我的曾祖母   希望....疯狂动物城能属于所有人,让我们一起去.
1183,"01:19:31,208 --> 01:19:32,958","So, we could...",这就是为什么我的曾祖母   希望....疯狂动物城能属于所有人,"所以,我们可以..."
1184,"01:19:33,041 --> 01:19:36,167",all... help each other.,这就是为什么我的曾祖母   希望....疯狂动物城能属于所有人,我们都...互相帮助.
1185,"01:19:36,833 --> 01:19:40,083",I... didn't... help.,这样......我们就能互相帮助了,我没有帮助.
1186,"01:19:42,333 --> 01:19:43,667",You did.,我.....没有,你知道了.
1187,"01:19:44,213 --> 01:19:47,000",You chose... to help...,你做到了 是你选择帮助了我,你选择了... 帮助...
1188,"01:19:47,441 --> 01:19:48,441",me.,你做到了 是你选择帮助了我,在我身上.
1189,"01:19:50,147 --> 01:19:51,147",And became...,你做到了 是你选择帮助了我,成为了...
1190,"01:19:51,639 --> 01:19:52,639",my best...,你做到了 是你选择帮助了我,我最好的...
1191,"01:19:53,366 --> 01:19:56,200",warm-blooded friend.,并成为我最亲密,一个热血的朋友.
1192,"01:20:01,320 --> 01:20:03,445",Very warm.,最温暖的朋友,非常温暖.
1193,"01:20:12,939 --> 01:20:15,314",Permission to hug?,我可以拥抱吗？,我可以拥抱吗?
1194,"01:20:32,392 --> 01:20:33,725",We're gonna save you.,我们会救你 也会救你的朋友,我们会拯救你.
1195,"01:20:34,111 --> 01:20:35,903",And save your friend.,我们会救你 也会救你的朋友,拯救你的朋友.
1196,"01:20:37,319 --> 01:20:38,069",Judy!,我们会救你 也会救你的朋友,朱迪!
1197,"01:20:39,053 --> 01:20:40,803",Hey! He's gonna eat that rabbit!,我们会救你 也会救你的朋友,他会吃那只子!
1198,"01:20:40,831 --> 01:20:41,542","No, I... Wait!",我们会救你 也会救你的朋友,"不,我...等着!"
1199,"01:20:41,568 --> 01:20:42,500",I-I'm saving her!,我们会救你 也会救你的朋友,我正在拯救她!
1200,"01:20:42,539 --> 01:20:44,000",I'm gonna get her the anti-pen!,朱迪,我会给她拿抗笔!
1201,"01:20:44,083 --> 01:20:45,000",Where is she?,啊 嘿 他要吃掉那只兔子了  不..... 我.....等等,她在哪里?
1202,"01:20:45,820 --> 01:20:46,746",She...,啊 嘿 他要吃掉那只兔子了  不..... 我.....等等,她...
1203,"01:20:47,474 --> 01:20:48,557",She didn't make it.,我要救她  我去给她拿注射笔！,她没有成功.
1204,"01:20:49,572 --> 01:20:52,863",But with snake bites you go fast.,她在哪儿？,但用蛇咬人 你快速去.
1205,"01:20:54,042 --> 01:20:54,792",You'll see.,她……她没能活下来,你会看到.
1206,"01:21:05,875 --> 01:21:06,542",No!,你不能,没有!
1207,"01:21:11,576 --> 01:21:13,201","She's gone, Nick!",不,"她走了,尼克!"
1208,"01:21:13,252 --> 01:21:15,211","Just, get it over with!",不,"只是,让它结束!"
1209,"01:21:28,502 --> 01:21:29,836",You're done.,你完蛋了,你已经完成了.
1210,"01:21:30,594 --> 01:21:32,386",Know when to quit!,你完蛋了,知道什么时候放弃!
1211,"01:21:33,658 --> 01:21:34,658",Anti-venom!,你完蛋了,抗毒药!
1212,"01:21:34,877 --> 01:21:36,794",We can save her with the anti-venom!,你完蛋了,我们可以用抗毒药拯救她!
1213,"01:21:36,877 --> 01:21:38,169",Throw me the bag!,你完蛋了,把袋子扔给我!
1214,"01:21:39,397 --> 01:21:40,139",Judy!,要懂得适可而止！,朱迪!
1215,"01:21:58,339 --> 01:21:58,922",Leave it!,别管它了 你会害死我们俩的,放弃它!
1216,"01:21:59,005 --> 01:22:00,608",You're gonna kill us both.,别管它了 你会害死我们俩的,你会杀死我们两个.
1217,"01:22:01,064 --> 01:22:03,443",It's not worth dying for.,别管它了 你会害死我们俩的,这不值得死去.
1218,"01:22:04,843 --> 01:22:07,363",Agree to disagree.,别管它了 你会害死我们俩的,我们同意不同意.
1219,"01:22:18,890 --> 01:22:20,570",Stab me straight into the heart!,有道理 恕我不能赞同,直接刺进我的心脏!
1220,"01:22:52,417 --> 01:22:53,917",- I was trying to get to you... - I thought that you...,天呐,- 我试图到达你... - 我以为你...
1221,"01:22:54,000 --> 01:22:54,833",He told me that you...,我当时正试图联系你……我以为你……我看见你了……你当时……,他告诉我你...
1222,"01:22:54,917 --> 01:22:56,083",- I saw you... - That you were...,我当时正试图联系你……我以为你……我看见你了……你当时……,- 我看到你... - 你是...
1223,"01:22:59,086 --> 01:23:01,601",I'll... help your friend.,我当时正试图联系你……我以为你……我看见你了……你当时……,我会帮助你的朋友.
1224,"01:23:03,186 --> 01:23:08,387","Okay, I don't care that we're different. You know? I...",哦 我会……帮助你的朋友,"好吧,我不在乎我们是不同的. 你知道吗?"
1225,"01:23:08,811 --> 01:23:12,268",What I care about is you.,我不在乎 我不在乎 我不在乎我们不一样,我关心的是你.
1226,"01:23:12,293 --> 01:23:13,733",I care about you.,你知道吗  我在乎的是什么,我关心你.
1227,"01:23:15,818 --> 01:23:16,258",Okay?,我在乎的是你,"接下来,我们来看看."
1228,"01:23:18,575 --> 01:23:20,027",And I didn't say it.,我在乎的是你,我没有说.
1229,"01:23:20,608 --> 01:23:25,351","I should have said it, but I didn't because...",我没说过这话,"我应该说, 但我没有,因为..."
1230,"01:23:27,617 --> 01:23:31,398","Well, because I am an emotionally insecure",但我没有,因为我在情感上是不安全的.
1231,"01:23:31,423 --> 01:23:34,112",source of your discomfort,好吧  因为我是一个缺乏安全感的人 会让你感到不舒服,你不舒服的原因
1232,"01:23:34,213 --> 01:23:36,880",who is not good at expressing his feelings.,好吧  因为我是一个缺乏安全感的人 会让你感到不舒服,谁不擅长 他表达了自己的感觉.
1233,"01:23:38,900 --> 01:23:41,096",Probably because I've been on my own my whole life.,不擅长表达自己的感情,也许是因为我一直在 在我的一生中.
1234,"01:23:41,121 --> 01:23:42,176",It's not an excuse.,不擅长表达自己的感情,这不是借口.
1235,"01:23:42,215 --> 01:23:45,735",It's just... It's why instead of telling you that you're,可能是因为我这辈子一直都是一个人生活,这只是...这就是为什么 而不是告诉你你是
1236,"01:23:45,760 --> 01:23:51,601","the best thing that ever happened to me, I make jokes about your ears,",只是 这就是为什么我没有直接告诉你  你是我经历过的最棒的事,"这是我遇到的最好事, 我对你的耳朵开玩笑,"
1237,"01:23:51,668 --> 01:23:57,460","and I tell you that you try too hard when, you know, the truth is I just don't want you",我拿你的耳朵开玩笑,"我告诉你,当你太努力的时候, 你知道,事实是,我不想要你"
1238,"01:23:57,773 --> 01:24:03,253","to get hurt, because... Because no one else in the world",我只是不想让你受伤,"为了受伤,因为... 因为世界上没有其他人"
1239,"01:24:03,498 --> 01:24:06,702",matters more to me than you do.,因为在这个世界上 没有人比你对我更重要,对我来说比你更重要.
1240,"01:24:08,978 --> 01:24:11,657",I... I do try too hard because deep down I'm afraid,因为在这个世界上 没有人比你对我更重要,"我真的太努力了. 因为在内心深处,我害怕"
1241,"01:24:11,682 --> 01:24:12,935",that I am what everyone thinks I am.,我确实太努力了 因为内心深处害怕,我是每个人都认为我是谁.
1242,"01:24:12,960 --> 01:24:15,563",And I suppress my discomfort because I'm worried it makes me look weak,我确实太努力了 因为内心深处害怕,"而我压抑了我的不适,因为我 担心这让我看起来很弱"
1243,"01:24:15,588 --> 01:24:17,655","and I want to be strong, and I think I'm failing all the time.",我就是大家眼中的样子,"我想要变得强大, 我认为我一直在失败."
1244,"01:24:17,680 --> 01:24:20,760",And I only take what you say personally because you're the only one in my life,我压抑住内心的不安 因为我担心这会让我显得软弱,我只接受你说的话. 因为你是我生命中的唯一一个
1245,"01:24:20,796 --> 01:24:24,313","who ever believed in me, even when I don't even believe in myself.",我只把你说的话放在心上,"谁曾经相信我, 即使我甚至不相信自己."
1246,"01:24:24,503 --> 01:24:25,909",And I should have told you that.,因为你是我生命中唯一一个相信我的人,我应该告诉你.
1247,"01:24:26,859 --> 01:24:29,208",No one else in the world matters to me,即使我自己都不相信自己,世界上没有人对我重要
1248,"01:24:29,261 --> 01:24:31,031",more than you do either.,我应该早点告诉你的,比你还要多.
1249,"01:24:32,907 --> 01:24:35,295",I have unresolved childhood trauma that I refuse to discuss,世界上没有人  比你对我更重要,我没有解决的童年创伤 我拒绝讨论这一点.
1250,"01:24:35,320 --> 01:24:36,889",because being vulnerable scares me.,我童年时期遭受过未解决的创伤 我拒绝谈论此事,因为脆弱让我害怕.
1251,"01:24:36,914 --> 01:24:39,389",I make dangerous choices because I have an unhealthy bunny hero complex.,我童年时期遭受过未解决的创伤 我拒绝谈论此事,"我做出危险的选择,因为 有一个不健康的子英雄综合体."
1252,"01:24:39,414 --> 01:24:42,324",And I didn't join the ZPD because I wanted to be a cop.,我做出危险的选择 只因我患有病态的兔子英雄情结,我没有加入ZPD. 因为我想成为一名警察.
1253,"01:24:42,349 --> 01:24:45,329",I joined because I always wanted to be part of a pack.,我没有加入动物城警察局时,"我加入了,因为我总是 我想成为一群人."
1254,"01:24:45,719 --> 01:24:48,130",And the thought of losing you scares me because...,我加入  是因为我一直渴望成为群体中的一员,"失去的想法 你吓了我,因为..."
1255,"01:24:49,612 --> 01:24:50,753",Because you're my pack.,想到会失去你 我就害怕,因为你是我的羊群.
1256,"01:24:52,159 --> 01:24:53,406",I should never have left you.,因为你就是我的伙伴,我不应该离开你.
1257,"01:24:53,431 --> 01:24:55,739",And I do need a herd of therapy animals.,因为你就是我的伙伴,我需要一群治疗动物.
1258,"01:24:55,764 --> 01:24:57,416",And I should have told you that you are,我真不该离开你,我应该告诉你.
1259,"01:24:57,441 --> 01:24:59,983",the only partner I would ever want because...,我确实需要一群治疗动物,唯一一个我愿意的伴侣 因为...
1260,"01:25:00,834 --> 01:25:02,250",You're my fluffle.,我应该早点告诉你 你是我唯一想要的搭档,你是我的瓜.
1261,"01:25:04,167 --> 01:25:05,958",That's a bunch of rabbits.,你是我的兔子窝,这是一群子.
1262,"01:25:08,253 --> 01:25:11,568",Now that is what we call an overshare.,那是一群兔子,这就是我们称之为过分分.
1263,"01:25:11,735 --> 01:25:14,168","I'm alive, by the way. I made it.",这真是过度分享啊,"顺便说一句,我还活着. 我做到了."
1264,"01:25:14,592 --> 01:25:16,835","Oh, also, that guy's still alive.",顺便说一句 我还活着 我活下来了,"另外,那个人还活着."
1265,"01:25:22,000 --> 01:25:24,188",He's gonna get to the lost reptile neighborhood,他即将抵达那片迷失的爬行动物社区,他会走到迷失的地方. 爬行动物社区
1266,"01:25:24,213 --> 01:25:26,535","find great-grandma's patent, and destroy it.",他即将抵达那片迷失的爬行动物社区,"找到祖母的专利,并摧毁它."
1267,"01:25:26,560 --> 01:25:30,195","Yeah, I've got no idea what that means or who Gary is, but let's go!",找到盖瑞曾祖母的专利并销毁它,"是的,我不知道这意味着什么 或是Gary是谁,但让我们走吧!"
1268,"01:25:30,813 --> 01:25:32,069",Hopps and Wilde?,或者说 盖瑞是谁？不过我们走吧,霍普斯和怀尔德?
1269,"01:25:32,094 --> 01:25:33,254",Wilde and Hopps!,或者说 盖瑞是谁？不过我们走吧,威尔德和霍普斯!
1270,"01:25:33,311 --> 01:25:35,083",And Nibbles and Gary!,霍普斯和王尔德？ 王尔德和霍普斯！,和尼布尔斯和加里!
1271,"01:25:35,333 --> 01:25:36,333",He's Gary.,还有狸宝和盖瑞,他叫加里.
1272,"01:25:38,510 --> 01:25:40,482",Thank you. For the snake. He's cold.,他就是盖瑞  哇 哇,"谢谢,因为蛇. 他很冷."
1273,"01:25:40,507 --> 01:25:42,346",- No fur on him. - Where are you going?,谢谢你送给那条蛇,- 他没有毛皮. - 你去哪里?
1274,"01:25:42,371 --> 01:25:43,208",Bye now!,他身上没有毛  你要去哪里？,现在再见吧!
1275,"01:25:46,309 --> 01:25:47,302","- You! - Wow, Dad!",你这小家伙…… 再见了 你呐,"- 你! - ,爸爸!"
1276,"01:25:47,327 --> 01:25:49,623",You don't belong in this family.,你不属于这个家族 爸爸,你不属于这个家庭.
1277,"01:25:49,648 --> 01:25:52,458","- You will never belong in this family. - Wait, wait, wait.",你不属于这个家族 爸爸,"- 你永远不会属于这个家庭. - 等待,等待,等待."
1278,"01:25:52,494 --> 01:25:53,736",I wasn't working with them.,你永远不会成为这个家族的一员,我没有和他们一起工作.
1279,"01:25:53,772 --> 01:25:55,267",I was helping us.,我没有与他们共事,我正在帮助我们.
1280,"01:25:57,181 --> 01:26:01,378","I know where the reptile neighborhood is buried, where to find the real patent",我是在帮我们自己 我知道爬行动物社区埋藏在哪里,我知道爬行动物社区在哪里 在哪里找到真正的专利
1281,"01:26:01,403 --> 01:26:04,280",that proves that snakes invented the walls.,在哪里能找到真正的专利 证明蛇发明了气候墙,这证明蛇发明了墙壁.
1282,"01:26:04,726 --> 01:26:08,898",I'm gonna destroy it for the family.,我要为了家人把它毁掉,我会为家人摧毁它.
1283,"01:26:08,934 --> 01:26:11,188","For you, Daddy.",我要为了家人把它毁掉,"为了你,爸爸."
1284,"01:26:13,811 --> 01:26:15,594",You want to keep your job.,你想保住这份工作,你想保留你的工作.
1285,"01:26:15,619 --> 01:26:17,025",You say nothing.,你想保住这份工作,你什么也没说.
1286,"01:26:17,784 --> 01:26:18,577",You!,就什么也别说,你的!
1287,"01:26:19,280 --> 01:26:21,378",Maybe you are a Lynxley.,你 或许是个林斯利家族的人,也许你是一个林克斯利.
